transaction_id,customer_id,product_id,qty,unit_price,amount,order_date,status
68,121,16,1,4636.96,4636.96,2024-02-04 11:07,completed
69,144,30,7,868.07,6076.49,2023-12-14 18:39,completed
70,104,44,1,2274.78,2274.78,2023-10-13 20:19,completed
71,200,39,1,3049.5,3049.5,2024-04-04 05:51,completed
72,142,36,1,1034.27,1034.27,2023-04-24 12:01,completed
73,2,27,9,3054.82,27493.38,2024-03-24 10:02,completed
74,151,26,4,4828.01,19312.04,2024-04-10 22:05,pending
75,171,15,6,2005.99,12035.94,2023-11-12 04:51,completed
76,49,42,6,4579.05,27474.3,2024-03-04 02:29,pending
77,158,14,6,2276.28,13657.68,2023-03-08 15:06,completed
78,73,15,5,2005.99,10029.95,2023-05-10 02:17,cancelled
79,10,25,2,2954.42,5908.84,2023-09-10 21:32,pending
80,14,1,6,1243.08,7458.48,2023-08-26 19:02,cancelled
81,134,25,5,2954.42,14772.1,2024-04-26 07:20,completed
82,25,15,4,2005.99,8023.96,2023-06-22 11:31,completed
83,92,13,4,4219.31,16877.24,2024-03-22 05:31,completed
84,130,23,3,3749.23,11247.69,2023-10-14 18:04,completed
85,10,25,2,2954.42,5908.84,2024-01-17 10:49,completed
86,56,15,9,2005.99,18053.91,2023-03-24 08:34,completed
87,156,46,3,1885.55,5656.65,2023-09-20 15:15,completed
88,4,4,7,4174.31,29220.17,2023-04-11 06:51,completed
89,164,38,7,3961.37,27729.59,2023-03-04 04:51,completed
90,7,27,6,3054.82,18328.92,2024-06-09 06:36,completed
91,133,2,5,3432.15,17160.75,2023-09-03 05:14,completed
92,58,39,5,3049.5,15247.5,2023-03-06 12:20,completed
93,181,18,5,1666.38,8331.9,2023-06-22 03:16,completed
94,188,11,5,2860.12,14300.6,2023-11-04 22:52,completed
95,196,34,4,1502.77,6011.08,2023-08-15 08:28,completed
96,166,42,5,4579.05,22895.25,2024-02-01 16:40,completed
97,120,9,9,2154.52,19390.68,2023-05-09 01:47,completed
98,10,50,8,1409.87,11278.96,2023-10-11 10:54,completed
99,187,22,8,4230.44,33843.52,2023-03-20 16:22,completed
100,69,32,1,2145.84,-500.0,2023-03-28 04:07,completed
101,87,43,1,4257.69,4257.69,2024-03-10 02:23,completed
102,148,21,8,4807.8,38462.4,2024-01-01 03:10,cancelled
103,135,28,3,1416.2,4248.6,2024-05-05 04:04,completed
104,96,8,6,3789.04,22734.24,2024-01-03 16:30,completed
105,104,25,9,2954.42,26589.78,2024-04-07 17:02,completed
106,126,4,9,4174.31,37568.79,2023-06-18 22:49,completed
107,164,12,8,205.0,1640.0,2024-01-09 12:52,pending
108,144,32,2,2145.84,4291.68,2024-06-06 09:14,completed
109,146,9,9,2154.52,19390.68,2024-05-02 13:57,completed
110,22,30,4,868.07,3472.28,2023-06-21 18:45,completed
111,149,35,7,119.7,837.9,2023-02-08 16:11,pending
112,18,21,5,4807.8,24039.0,2023-10-29 07:45,completed
113,86,22,9,4230.44,38073.96,2024-06-17 12:17,completed
114,180,27,2,3054.82,6109.64,2024-04-07 18:22,completed
115,22,43,5,4257.69,21288.45,2023-12-19 02:53,completed
116,157,30,7,868.07,6076.49,2023-04-18 14:24,completed
117,111,8,8,3789.04,30312.32,2023-05-09 11:04,pending
118,132,40,3,4635.19,13905.57,2023-08-12 09:33,completed
119,10,21,7,4807.8,33654.6,2023-03-07 08:47,completed
120,164,22,6,4230.44,25382.64,2023-01-12 16:13,completed
121,162,20,3,2628.13,7884.39,2023-03-11 18:36,completed
122,111,4,4,4174.31,16697.24,2024-06-19 21:34,completed
123,54,40,7,4635.19,32446.33,2024-02-09 09:37,completed
124,188,45,4,522.28,2089.12,2023-09-30 22:06,completed
125,14,3,8,3069.48,24555.84,2023-12-02 22:51,completed
126,24,34,2,1502.77,3005.54,2023-06-08 18:48,completed
127,150,24,6,2721.48,16328.88,2023-04-27 03:18,completed
128,94,49,7,2976.92,20838.44,2024-04-25 17:51,completed
129,47,11,9,2860.12,25741.08,2023-04-28 12:32,completed
130,4,20,6,2628.13,15768.78,2023-03-19 10:38,completed
131,144,5,9,908.16,8173.44,2024-05-14 09:49,completed
132,107,49,6,2976.92,17861.52,2024-03-01 02:45,completed
133,69,29,5,1516.55,7582.75,2023-02-18 20:09,cancelled
134,100,6,4,1985.75,7943.0,2023-10-22 17:34,completed
135,57,36,6,1034.27,6205.62,2023-07-01 13:43,completed
136,31,20,8,2628.13,21025.04,2024-02-12 11:41,completed
137,135,35,7,119.7,837.9,2023-08-08 13:55,cancelled
138,144,31,9,127.4,1146.6,2023-07-24 05:43,completed
139,184,43,4,4257.69,17030.76,2023-09-07 10:56,completed
140,178,33,7,2004.66,14032.62,2023-03-11 14:17,completed
141,148,24,7,2721.48,19050.36,2024-03-01 11:55,completed
142,57,37,5,3571.14,17855.7,2023-03-23 04:02,completed
143,165,24,1,2721.48,2721.48,2024-01-06 20:11,completed
144,169,33,2,2004.66,4009.32,2024-05-04 06:21,completed
145,81,24,2,2721.48,5442.96,2023-01-28 10:40,completed
146,177,17,2,3650.0,7300.0,2024-05-08 05:33,completed
147,85,5,2,908.16,1816.32,2023-01-22 15:56,completed
148,98,16,3,4636.96,13910.88,2023-03-27 11:23,completed
149,38,10,3,1079.31,3237.93,2023-08-31 16:31,completed
150,20,26,4,4828.01,19312.04,2023-08-02 14:55,completed
151,79,22,4,4230.44,16921.76,2024-01-16 08:39,refunded
152,26,49,2,2976.92,5953.84,2023-09-11 02:07,completed
153,42,35,6,119.7,718.2,2024-03-11 22:24,completed
154,171,19,5,2873.7,14368.5,2023-11-03 10:55,completed
155,8,24,9,2721.48,24493.32,2023-06-13 04:20,completed
156,137,47,8,3360.76,26886.08,2023-07-29 09:19,completed
157,130,7,3,952.07,2856.21,2023-09-16 17:42,refunded
158,161,28,1,1416.2,1416.2,2024-06-03 04:31,completed
159,107,37,4,3571.14,14284.56,2024-01-01 21:18,pending
160,12,11,7,2860.12,20020.84,2023-01-16 00:44,refunded
161,21,30,2,868.07,1736.14,2023-09-17 05:57,completed
162,128,27,5,3054.82,15274.1,2024-06-20 02:32,completed
163,148,34,5,1502.77,7513.85,2023-08-15 08:51,pending
164,134,19,9,2873.7,25863.3,2024-01-30 01:46,completed
165,131,12,5,205.0,1025.0,2023-06-05 00:20,completed
166,34,41,3,3272.83,9818.49,2023-12-04 10:56,completed
167,128,22,1,4230.44,4230.44,2023-10-16 19:15,completed
168,168,28,7,1416.2,9913.4,2024-03-29 08:19,completed
169,200,23,3,3749.23,11247.69,2024-05-30 14:37,completed
170,21,35,9,119.7,1077.3,2023-10-29 19:13,pending
171,145,39,9,3049.5,27445.5,2023-07-26 17:50,pending
172,151,27,2,3054.82,6109.64,2023-05-22 03:52,completed
173,35,19,4,2873.7,11494.8,2023-10-08 07:23,completed
174,102,23,6,3749.23,22495.38,2023-03-24 13:50,completed
175,19,9,4,2154.52,8618.08,2023-06-22 06:13,completed
176,124,19,4,2873.7,11494.8,2024-02-02 05:52,completed
177,168,17,9,3650.0,32850.0,2023-11-16 00:55,completed
178,142,11,5,2860.12,14300.6,2023-11-30 08:03,completed
179,8,2,9,3432.15,30889.35,2023-05-07 22:15,completed
180,113,48,3,3346.32,10038.96,2024-05-08 17:20,completed
181,69,48,4,3346.32,13385.28,2023-07-20 08:03,pending
182,65,8,7,3789.04,26523.28,2024-03-06 07:11,pending
183,174,47,9,3360.76,30246.84,2023-01-26 19:28,completed
184,21,38,4,3961.37,15845.48,2024-05-19 18:03,completed
185,92,28,4,1416.2,5664.8,2024-02-10 11:44,cancelled
186,194,24,2,2721.48,5442.96,2023-12-13 22:40,completed
187,87,38,6,3961.37,23768.22,2023-08-02 17:16,completed
188,6,26,8,4828.01,38624.08,2024-04-11 09:00,completed
189,109,49,3,2976.92,8930.76,2024-02-28 13:34,completed
190,84,49,6,2976.92,17861.52,2023-02-18 13:48,completed
191,43,20,1,2628.13,2628.13,2023-12-07 20:48,completed
192,106,43,6,4257.69,25546.14,2024-01-17 08:08,completed
193,49,41,1,3272.83,3272.83,2023-07-02 08:38,completed
194,11,46,3,1885.55,5656.65,2023-11-29 13:44,completed
195,108,19,8,2873.7,22989.6,2024-03-31 20:44,completed
196,161,45,7,522.28,3655.96,2023-09-07 04:07,pending
197,174,23,7,3749.23,26244.61,2023-11-20 00:35,completed
198,147,47,8,3360.76,26886.08,2023-03-25 16:32,completed
199,143,41,7,3272.83,22909.81,2023-04-15 09:01,pending
200,10,14,0,2276.28,4552.56,2023-04-28 08:56,completed
201,3,20,6,2628.13,15768.78,2024-05-28 05:02,completed
202,40,2,1,3432.15,3432.15,2023-09-25 02:42,completed
203,45,15,5,2005.99,10029.95,2023-08-01 16:30,completed
204,152,38,5,3961.37,19806.85,2024-03-13 10:17,completed
205,173,9,5,2154.52,10772.6,2023-01-30 11:33,completed
206,195,28,9,1416.2,12745.8,2023-03-04 22:39,pending
207,160,36,1,1034.27,1034.27,2023-10-17 04:06,completed
208,56,1,1,1243.08,1243.08,2023-05-28 18:28,completed
209,146,28,3,1416.2,4248.6,2024-03-02 14:30,completed
210,139,49,1,2976.92,2976.92,2023-11-21 07:33,completed
211,184,12,6,205.0,1230.0,2023-01-31 03:48,completed
212,69,30,8,868.07,6944.56,2023-12-10 02:10,completed
213,154,27,6,3054.82,18328.92,2023-12-29 09:50,completed
214,59,15,5,2005.99,10029.95,2024-06-25 09:36,completed
215,37,42,5,4579.05,22895.25,2023-02-04 22:05,completed
216,113,29,4,1516.55,6066.2,2023-04-19 15:21,completed
217,165,41,1,3272.83,3272.83,2023-12-31 21:52,completed
218,179,3,2,3069.48,6138.96,2024-02-20 12:50,completed
219,85,46,5,1885.55,9427.75,2023-10-27 10:38,completed
220,129,28,8,1416.2,11329.6,2024-04-27 12:46,completed
221,179,17,3,3650.0,10950.0,2023-04-14 21:56,completed
222,19,37,7,3571.14,24997.98,2024-06-03 04:16,completed
223,118,19,5,2873.7,14368.5,2023-09-24 21:44,completed
224,149,11,7,2860.12,20020.84,2024-04-20 04:16,completed
225,169,46,6,1885.55,11313.3,2024-06-12 18:18,completed
226,108,44,4,2274.78,9099.12,2023-08-16 05:10,completed
227,151,15,9,2005.99,18053.91,2024-05-13 17:16,pending
228,82,28,3,1416.2,4248.6,2023-12-31 02:47,refunded
229,72,45,1,522.28,522.28,2023-12-03 16:32,pending
230,147,38,3,3961.37,11884.11,2024-03-18 04:12,cancelled
231,189,31,7,127.4,891.8,2023-04-24 21:28,completed
232,67,10,5,1079.31,5396.55,2023-07-23 01:40,completed
233,184,30,9,868.07,7812.63,2023-10-30 02:18,completed
234,26,49,8,2976.92,23815.36,2023-11-23 06:02,completed
235,25,37,1,3571.14,3571.14,2023-05-21 07:07,completed
236,128,9,1,2154.52,2154.52,2023-07-13 07:22,completed
237,174,14,4,2276.28,9105.12,2024-02-18 05:10,completed
238,3,14,2,2276.28,4552.56,2023-02-14 18:58,pending
239,66,40,1,4635.19,4635.19,2024-01-10 01:41,completed
240,102,2,2,3432.15,6864.3,2024-04-18 12:55,completed
241,34,39,3,3049.5,9148.5,2023-08-03 13:55,completed
242,27,29,7,1516.55,10615.85,2023-11-17 16:40,completed
243,13,21,3,4807.8,14423.4,2023-02-22 18:56,completed
244,31,17,7,3650.0,25550.0,2023-01-23 09:09,completed
245,54,20,2,2628.13,5256.26,2023-01-14 17:27,completed
246,53,24,6,2721.48,16328.88,2023-01-30 03:12,pending
247,8,18,7,1666.38,11664.66,2023-10-17 17:55,completed
248,75,41,1,3272.83,3272.83,2024-03-16 16:57,completed
249,18,32,6,2145.84,12875.04,2023-10-21 16:22,completed
250,8,41,6,3272.83,19636.98,2023-11-21 11:56,completed
251,156,11,9,2860.12,25741.08,2023-05-17 01:43,completed
252,82,15,3,2005.99,6017.97,2023-05-21 18:48,completed
253,56,12,3,205.0,615.0,2024-02-25 16:57,completed
254,157,33,9,2004.66,18041.94,2023-06-24 22:20,completed
255,13,37,1,3571.14,3571.14,2024-06-19 11:10,cancelled
256,175,25,9,2954.42,26589.78,2024-06-16 19:18,completed
257,37,42,1,4579.05,4579.05,2023-04-11 21:47,completed
258,41,35,2,119.7,239.4,2023-08-15 11:40,completed
259,13,18,5,1666.38,8331.9,2024-02-01 03:30,completed
260,137,9,6,2154.52,12927.12,2024-04-03 21:55,completed
261,100,45,7,522.28,3655.96,2023-06-22 12:33,completed
262,8,7,4,952.07,3808.28,2023-10-01 02:27,cancelled
263,172,21,8,4807.8,38462.4,2024-03-13 00:35,completed
264,13,49,6,2976.92,17861.52,2023-02-23 09:52,completed
265,53,10,5,1079.31,5396.55,2023-04-12 01:21,completed
266,142,10,3,1079.31,3237.93,2024-01-22 14:37,completed
267,182,24,9,2721.48,24493.32,2024-01-13 05:00,completed
268,156,16,1,4636.96,4636.96,2023-04-14 11:26,completed
269,170,47,9,3360.76,30246.84,2024-02-25 05:06,completed
270,153,33,7,2004.66,14032.62,2024-06-02 19:56,completed
271,16,16,5,4636.96,23184.8,2024-04-28 12:06,pending
272,51,9,8,2154.52,17236.16,2023-08-13 22:24,completed
273,45,22,4,4230.44,16921.76,2023-07-14 08:28,completed
274,156,13,7,4219.31,29535.17,2023-08-06 03:25,refunded
275,119,5,8,908.16,7265.28,2024-03-09 10:14,completed
276,22,41,1,3272.83,3272.83,2023-03-31 11:06,completed
277,26,25,3,2954.42,8863.26,2023-09-24 12:52,completed
278,68,47,1,3360.76,3360.76,2023-02-18 14:51,completed
279,182,47,9,3360.76,30246.84,2023-08-30 16:49,completed
280,52,41,8,3272.83,26182.64,2024-02-26 01:14,completed
281,122,21,5,4807.8,24039.0,2024-01-25 05:21,completed
282,78,10,3,1079.31,3237.93,2024-06-01 07:43,pending
283,108,33,1,2004.66,2004.66,2023-11-27 12:49,pending
284,156,44,6,2274.78,13648.68,2023-09-29 03:34,completed
285,184,26,9,4828.01,43452.09,2023-11-28 10:36,completed
286,19,23,7,3749.23,26244.61,2023-06-03 05:03,completed
287,29,34,1,1502.77,1502.77,2023-09-02 15:01,cancelled
288,8,13,8,4219.31,33754.48,2024-04-22 03:46,completed
289,171,39,1,3049.5,3049.5,2023-07-06 19:23,completed
290,93,22,9,4230.44,38073.96,2024-02-25 09:35,completed
291,156,42,5,4579.05,22895.25,2023-06-19 07:01,completed
292,176,27,6,3054.82,18328.92,2023-06-04 02:43,completed
293,10,36,9,1034.27,9308.43,2024-03-13 22:26,cancelled
294,129,32,9,2145.84,19312.56,2023-11-23 16:02,completed
295,117,30,3,868.07,2604.21,2023-12-25 13:16,completed
296,116,29,4,1516.55,6066.2,2023-04-01 17:03,completed
297,1,26,4,4828.01,19312.04,2023-09-23 10:40,completed
298,122,1,1,1243.08,1243.08,2023-10-05 01:55,completed
299,68,5,8,908.16,7265.28,2023-04-09 11:25,completed
300,109,7,7,952.07,6664.49,2023-11-23 07:04,completed
301,132,23,4,3749.23,14996.92,2024-02-03 17:51,completed
302,136,41,3,3272.83,9818.49,2023-04-22 06:45,completed
303,68,15,3,2005.99,6017.97,2024-02-25 00:02,completed
304,27,40,4,4635.19,18540.76,2024-06-19 09:03,completed
305,185,49,7,2976.92,20838.44,2023-06-30 19:22,cancelled
306,95,41,9,3272.83,29455.47,2024-05-23 21:05,completed
307,138,40,7,4635.19,32446.33,2023-03-26 19:02,pending
308,86,47,4,3360.76,13443.04,2023-02-07 18:35,completed
309,197,13,7,4219.31,29535.17,2023-11-02 04:24,completed
310,179,14,9,2276.28,20486.52,2024-01-17 15:58,refunded
311,39,16,8,4636.96,37095.68,2023-01-22 20:53,completed
312,16,31,2,127.4,254.8,2023-09-11 08:16,cancelled
313,10,22,9,4230.44,38073.96,2024-03-11 14:24,completed
314,101,38,1,3961.37,3961.37,2023-07-10 18:35,cancelled
315,127,24,2,2721.48,5442.96,2023-04-14 14:31,completed
316,198,1,7,1243.08,8701.56,2024-01-13 06:56,completed
317,169,29,9,1516.55,13648.95,2023-05-21 05:05,completed
318,3,17,1,3650.0,3650.0,2023-03-17 15:46,completed
319,192,1,1,1243.08,1243.08,2024-04-18 14:35,completed
320,128,4,2,4174.31,8348.62,2024-01-04 18:42,completed
321,78,33,2,2004.66,4009.32,2023-11-11 18:05,completed
322,177,40,3,4635.19,13905.57,2023-07-12 04:26,completed
323,13,48,3,3346.32,10038.96,2024-04-02 19:30,completed
324,151,2,8,3432.15,27457.2,2023-01-22 18:56,completed
325,7,14,8,2276.28,18210.24,2024-01-10 02:49,completed
326,83,18,4,1666.38,6665.52,2024-04-08 07:32,completed
327,126,11,5,2860.12,14300.6,2023-10-10 11:16,cancelled
328,5,28,5,1416.2,7081.0,2023-04-28 00:49,completed
329,19,22,5,4230.44,21152.2,2024-03-25 14:38,cancelled
330,141,20,6,2628.13,15768.78,2024-01-26 14:22,completed
331,147,29,8,1516.55,12132.4,2024-02-08 17:09,pending
332,136,26,1,4828.01,4828.01,2023-11-18 05:57,completed
333,62,41,5,3272.83,16364.15,2023-03-23 19:40,completed
334,177,12,7,205.0,1435.0,2024-01-22 09:33,completed
335,2,24,6,2721.48,16328.88,2023-01-22 10:54,completed
336,157,47,6,3360.76,20164.56,2023-01-20 08:53,completed
337,147,20,3,2628.13,7884.39,2024-01-02 01:29,completed
338,150,3,6,3069.48,18416.88,2023-10-10 09:08,completed
339,48,6,9,1985.75,17871.75,2024-03-18 03:58,completed
340,157,4,1,4174.31,4174.31,2023-06-03 09:52,cancelled
341,150,48,5,3346.32,16731.6,2023-09-05 21:35,completed
342,25,45,1,522.28,522.28,2023-10-28 03:06,completed
343,164,19,1,2873.7,2873.7,2024-02-24 08:44,completed
344,160,32,6,2145.84,12875.04,2023-06-25 05:16,completed
345,27,50,3,1409.87,4229.61,2024-05-21 20:24,completed
346,15,4,9,4174.31,37568.79,2023-09-05 16:42,completed
347,170,50,4,1409.87,5639.48,2024-05-07 07:38,completed
348,151,47,4,3360.76,13443.04,2023-02-16 00:56,completed
349,43,48,2,3346.32,6692.64,2023-10-23 10:49,completed
350,58,33,2,2004.66,4009.32,2023-10-31 22:09,pending
351,127,19,4,2873.7,11494.8,2024-03-18 12:55,completed
352,102,1,7,1243.08,8701.56,2024-05-08 09:16,pending
353,134,43,9,4257.69,38319.21,2023-10-22 16:27,pending
354,37,9,2,2154.52,4309.04,2023-07-06 20:01,completed
355,107,38,8,3961.37,31690.96,2024-02-24 17:42,cancelled
356,92,18,2,1666.38,3332.76,2023-03-04 21:10,completed
357,4,22,7,4230.44,29613.08,2023-03-29 03:27,completed
358,55,3,6,3069.48,18416.88,2023-05-01 00:37,completed
359,157,5,1,908.16,908.16,2023-01-21 17:06,completed
360,47,20,3,2628.13,7884.39,2023-03-10 00:03,pending
361,27,42,7,4579.05,32053.35,2023-10-04 19:23,completed
362,55,46,7,1885.55,13198.85,2024-01-24 03:45,completed
363,106,39,1,3049.5,3049.5,2023-08-01 08:05,completed
364,35,39,6,3049.5,18297.0,2024-02-29 21:04,completed
365,76,23,3,3749.23,11247.69,2024-02-18 21:08,completed
366,165,23,4,3749.23,14996.92,2024-05-09 15:22,completed
367,104,21,2,4807.8,9615.6,2024-04-29 05:43,completed
368,150,33,1,2004.66,2004.66,2023-08-23 09:50,completed
369,138,47,3,3360.76,10082.28,2023-08-22 10:13,completed
370,47,19,6,2873.7,17242.2,2024-01-17 07:42,completed
371,175,33,1,2004.66,2004.66,2023-01-19 02:09,completed
372,193,29,2,1516.55,3033.1,2023-12-20 18:12,pending
373,162,29,1,1516.55,1516.55,2023-09-02 06:23,completed
374,71,13,5,4219.31,21096.55,2023-11-01 02:06,completed
375,103,1,1,1243.08,1243.08,2024-06-12 10:24,completed
376,131,15,5,2005.99,10029.95,2024-02-20 15:24,completed
377,73,1,9,1243.08,11187.72,2023-12-02 08:50,completed
378,118,41,7,3272.83,22909.81,2024-02-17 18:18,pending
379,173,15,3,2005.99,6017.97,2023-05-19 20:45,completed
380,146,48,2,3346.32,6692.64,2024-06-17 05:11,completed
381,104,36,4,1034.27,4137.08,2023-02-18 12:17,completed
382,45,15,4,2005.99,8023.96,2023-08-09 09:28,completed
383,3,14,8,2276.28,18210.24,2023-02-28 22:03,completed
384,116,11,2,2860.12,5720.24,2023-03-03 16:08,completed
385,124,34,8,1502.77,12022.16,2023-02-17 03:07,completed
386,58,37,7,3571.14,24997.98,2024-04-24 19:16,completed
387,192,44,7,2274.78,15923.46,2023-04-02 08:27,completed
388,186,17,7,3650.0,25550.0,2024-05-04 04:52,completed
389,170,12,6,205.0,1230.0,2024-06-11 07:39,completed
390,40,45,2,522.28,1044.56,2023-10-27 10:14,completed
391,2,50,3,1409.87,4229.61,2023-11-14 16:37,completed
392,195,38,3,3961.37,11884.11,2023-08-10 00:29,completed
393,156,21,4,4807.8,19231.2,2024-03-12 14:14,completed
394,23,6,8,1985.75,15886.0,2023-12-06 04:19,completed
395,28,8,1,3789.04,3789.04,2024-06-17 05:20,pending
396,79,5,8,908.16,7265.28,2023-08-05 13:58,completed
397,157,7,8,952.07,7616.56,2023-03-18 05:17,completed
398,75,33,6,2004.66,12027.96,2023-01-27 19:11,completed
399,31,27,3,3054.82,9164.46,2023-12-31 02:30,completed
400,13,49,3,2976.92,8930.76,2024-04-03 20:50,completed
401,158,48,5,3346.32,16731.6,2023-06-15 13:23,completed
402,100,32,7,2145.84,15020.88,2023-07-26 10:57,completed
403,197,21,3,4807.8,14423.4,2024-06-20 03:28,completed
404,171,2,9,3432.15,30889.35,2023-10-03 15:18,pending
405,139,46,2,1885.55,3771.1,2024-06-23 04:58,completed
406,149,12,2,205.0,410.0,2023-04-23 09:19,cancelled
407,14,11,2,2860.12,5720.24,2023-06-04 22:53,completed
408,75,21,5,4807.8,24039.0,2023-12-09 08:58,completed
409,182,10,6,1079.31,6475.86,2023-03-05 06:03,completed
410,104,12,6,205.0,1230.0,2023-04-03 13:13,completed
411,178,48,1,3346.32,3346.32,2024-01-10 10:14,completed
412,118,20,6,2628.13,15768.78,2023-06-05 12:12,completed
413,177,38,2,3961.37,7922.74,2024-03-13 10:07,completed
414,43,22,4,4230.44,16921.76,2023-01-08 07:25,completed
415,128,20,4,2628.13,10512.52,2024-03-14 15:45,completed
416,7,16,8,4636.96,37095.68,2023-06-04 20:22,completed
417,73,35,3,119.7,359.1,2023-07-31 04:41,completed
418,119,8,5,3789.04,18945.2,2024-01-01 19:38,completed
419,12,49,1,2976.92,2976.92,2023-03-05 09:29,completed
420,11,34,2,1502.77,3005.54,2023-03-12 11:57,completed
421,20,50,6,1409.87,8459.22,2024-04-29 19:02,refunded
422,40,8,8,3789.04,30312.32,2023-08-24 22:39,completed
423,192,8,8,3789.04,30312.32,2023-03-01 09:38,completed
424,164,13,4,4219.31,16877.24,2023-04-11 21:03,completed
425,192,38,8,3961.37,31690.96,2024-01-11 22:21,completed
426,119,11,5,2860.12,14300.6,2023-07-11 05:09,completed
427,152,35,7,119.7,837.9,2023-05-25 00:54,refunded
428,57,42,5,4579.05,22895.25,2023-07-03 01:08,completed
429,89,48,2,3346.32,6692.64,2024-01-06 11:39,completed
430,106,15,7,2005.99,14041.93,2024-06-08 16:31,pending
431,148,26,5,4828.01,24140.05,2023-03-23 12:15,completed
432,76,44,6,2274.78,13648.68,2023-07-30 06:56,pending
433,18,16,7,4636.96,32458.72,2023-07-06 07:12,pending
434,134,19,9,2873.7,25863.3,2023-07-07 13:30,completed
435,39,8,9,3789.04,34101.36,2023-07-06 05:37,pending
436,53,30,3,868.07,2604.21,2024-02-16 02:44,completed
